hr,l
21:21,"{'c': '6505-10', 'cl': 1450, 'sl': 1, 'lt0': 'TERM. BANDEIRA', 'lt1': 'TERM. GUARAPIRANGA', 'qv': 5, 'vs': [{'p': 71652, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.630678500000002, 'px': -46.690394, 'sv': None, 'is': None}, {'p': 71733, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.66649675, 'px': -46.7191605, 'sv': None, 'is': None}, {'p': 71243, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.60480275, 'px': -46.675094, 'sv': None, 'is': None}, {'p': 71695, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.549214, 'px': -46.6391015, 'sv': None, 'is': None}, {'p': 71259, 'a': True, 'ta': '2025-06-17T00:20:22Z', 'py': -23.668707, 'px': -46.7352225, 'sv': None, 'is': None}]}"
21:21,"{'c': '3414-10', 'cl': 33514, 'sl': 2, 'lt0': 'TERM. PQ. D. PEDRO II', 'lt1': 'VL. DALILA', 'qv': 3, 'vs': [{'p': 41121, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.550413437499998, 'px': -46.6066600625, 'sv': None, 'is': None}, {'p': 41117, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.5443805, 'px': -46.521769500000005, 'sv': None, 'is': None}, {'p': 41132, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.5444935, 'px': -46.52148699999999, 'sv': None, 'is': None}]}"
21:21,"{'c': '5702-10', 'cl': 33905, 'sl': 2, 'lt0': 'METRÔ JABAQUARA', 'lt1': 'REFÚGIO STA. TEREZINHA', 'qv': 4, 'vs': [{'p': 68875, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.6744245, 'px': -46.642954, 'sv': None, 'is': None}, {'p': 68583, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.6980845, 'px': -46.6460855, 'sv': None, 'is': None}, {'p': 68858, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.68760825, 'px': -46.640651250000005, 'sv': None, 'is': None}, {'p': 68591, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.6980845, 'px': -46.6460855, 'sv': None, 'is': None}]}"
21:21,"{'c': '274P-10', 'cl': 33000, 'sl': 2, 'lt0': 'METRÔ VL. MARIANA', 'lt1': 'PENHA', 'qv': 4, 'vs': [{'p': 31605, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.512909, 'px': -46.531287250000005, 'sv': None, 'is': None}, {'p': 31510, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.53574375, 'px': -46.5730255, 'sv': None, 'is': None}, {'p': 31443, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.512859, 'px': -46.5309285, 'sv': None, 'is': None}, {'p': 31643, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.512909, 'px': -46.531287250000005, 'sv': None, 'is': None}]}"
21:21,"{'c': '3020-10', 'cl': 33726, 'sl': 2, 'lt0': 'SHOP. ARICANDUVA', 'lt1': 'COHAB JOSÉ BONIFÁCIO ', 'qv': 4, 'vs': [{'p': 47007, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.573306, 'px': -46.5042655, 'sv': None, 'is': None}, {'p': 47225, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.564823250000003, 'px': -46.4766345, 'sv': None, 'is': None}, {'p': 47247, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.553390999999998, 'px': -46.432116, 'sv': None, 'is': None}, {'p': 47066, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.55268875, 'px': -46.431169499999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '938V-10', 'cl': 33581, 'sl': 2, 'lt0': 'METRÔ BARRA FUNDA', 'lt1': 'JD. VISTA ALEGRE', 'qv': 9, 'vs': [{'p': 16334, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.4527645, 'px': -46.6849925, 'sv': None, 'is': None}, {'p': 16259, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.49471425, 'px': -46.6975085, 'sv': None, 'is': None}, {'p': 16251, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.498753999999998, 'px': -46.696639250000004, 'sv': None, 'is': None}, {'p': 16273, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.4526385, 'px': -46.685396, 'sv': None, 'is': None}, {'p': 16435, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.4527645, 'px': -46.6849925, 'sv': None, 'is': None}, {'p': 16470, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.5227365, 'px': -46.701160625, 'sv': None, 'is': None}, {'p': 16612, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.5262405, 'px': -46.667896999999996, 'sv': None, 'is': None}, {'p': 16536, 'a': True, 'ta': '2025-06-17T00:20:21Z', 'py': -23.452824999999997, 'px': -46.6848085, 'sv': None, 'is': None}, {'p': 16765, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.452903499999998, 'px': -46.6846385, 'sv': None, 'is': None}]}"
21:21,"{'c': '6250-10', 'cl': 468, 'sl': 1, 'lt0': 'TERM. BANDEIRA', 'lt1': 'JD. JAQUELINE', 'qv': 1, 'vs': [{'p': 81564, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.591213500000002, 'px': -46.73084525, 'sv': None, 'is': None}]}"
21:21,"{'c': '208M-10', 'cl': 35246, 'sl': 2, 'lt0': 'TERM. PINHEIROS', 'lt1': 'METRÔ SANTANA', 'qv': 6, 'vs': [{'p': 21304, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.502884, 'px': -46.6246055, 'sv': None, 'is': None}, {'p': 21009, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.50117875, 'px': -46.623563000000004, 'sv': None, 'is': None}, {'p': 21249, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.502498000000003, 'px': -46.62359549999999, 'sv': None, 'is': None}, {'p': 21236, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.50117875, 'px': -46.623563000000004, 'sv': None, 'is': None}, {'p': 21003, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.5398315, 'px': -46.664030999999994, 'sv': None, 'is': None}, {'p': 21248, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.55650025, 'px': -46.67573287500001, 'sv': None, 'is': None}]}"
21:21,"{'c': '9090-10', 'cl': 884, 'sl': 1, 'lt0': 'TERM. CASA VERDE', 'lt1': 'PQ. TIETÊ', 'qv': 2, 'vs': [{'p': 16720, 'a': True, 'ta': '2025-06-17T00:20:30Z', 'py': -23.495852, 'px': -46.6619745, 'sv': None, 'is': None}, {'p': 16168, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.462373499999998, 'px': -46.676422, 'sv': None, 'is': None}]}"
21:21,"{'c': '4313-10', 'cl': 34941, 'sl': 2, 'lt0': 'TERM. PQ. D. PEDRO II', 'lt1': 'TERM. CID. TIRADENTES', 'qv': 16, 'vs': [{'p': 31283, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.5949785, 'px': -46.4406365, 'sv': None, 'is': None}, {'p': 31267, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.58308, 'px': -46.408871000000005, 'sv': None, 'is': None}, {'p': 31096, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.5947445, 'px': -46.427139374999996, 'sv': None, 'is': None}, {'p': 31024, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.551575874999997, 'px': -46.608794625, 'sv': None, 'is': None}, {'p': 31592, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.583131, 'px': -46.4090595, 'sv': None, 'is': None}, {'p': 31239, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.5930955, 'px': -46.4691435, 'sv': None, 'is': None}, {'p': 31861, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.552245499999998, 'px': -46.625327, 'sv': None, 'is': None}, {'p': 31244, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.58274, 'px': -46.4097125, 'sv': None, 'is': None}, {'p': 31255, 'a': True, 'ta': '2025-06-17T00:20:30Z', 'py': -23.553147000000003, 'px': -46.5191935, 'sv': None, 'is': None}, {'p': 31251, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.595242499999998, 'px': -46.430249, 'sv': None, 'is': None}, {'p': 31025, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.544799250000004, 'px': -46.59444487499999, 'sv': None, 'is': None}, {'p': 31263, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.5831585, 'px': -46.407859, 'sv': None, 'is': None}, {'p': 31286, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.583131, 'px': -46.4090595, 'sv': None, 'is': None}, {'p': 31590, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.5383225, 'px': -46.563772, 'sv': None, 'is': None}, {'p': 31089, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.583026, 'px': -46.408417, 'sv': None, 'is': None}, {'p': 31266, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.598615000000002, 'px': -46.463527, 'sv': None, 'is': None}]}"
21:21,"{'c': '675P-10', 'cl': 33043, 'sl': 2, 'lt0': 'METRÔ CONCEIÇÃO', 'lt1': 'SHOP. SP MARKET', 'qv': 6, 'vs': [{'p': 64158, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.657291, 'px': -46.6646715, 'sv': None, 'is': None}, {'p': 64723, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.6462925, 'px': -46.6451105, 'sv': None, 'is': None}, {'p': 64277, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.638283, 'px': -46.632395, 'sv': None, 'is': None}, {'p': 64722, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.645801499999997, 'px': -46.6450435, 'sv': None, 'is': None}, {'p': 64721, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.677098, 'px': -46.701800500000004, 'sv': None, 'is': None}, {'p': 64727, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.66439225, 'px': -46.7097805, 'sv': None, 'is': None}]}"
21:21,"{'c': '172R-10', 'cl': 859, 'sl': 1, 'lt0': 'METRÔ BELÉM', 'lt1': 'JAÇANÃ', 'qv': 11, 'vs': [{'p': 26231, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.513315499999997, 'px': -46.581042, 'sv': None, 'is': None}, {'p': 26310, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.489286, 'px': -46.573315, 'sv': None, 'is': None}, {'p': 26276, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.542462, 'px': -46.590803, 'sv': None, 'is': None}, {'p': 26455, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.5376941875, 'px': -46.602273, 'sv': None, 'is': None}, {'p': 26286, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.465965, 'px': -46.584261999999995, 'sv': None, 'is': None}, {'p': 26291, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.465965, 'px': -46.584261999999995, 'sv': None, 'is': None}, {'p': 26120, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.4780265, 'px': -46.573278, 'sv': None, 'is': None}, {'p': 26265, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.5376941875, 'px': -46.602273, 'sv': None, 'is': None}, {'p': 26360, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.5423885, 'px': -46.590565, 'sv': None, 'is': None}, {'p': 26235, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.496983000000004, 'px': -46.575451375, 'sv': None, 'is': None}, {'p': 26492, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.520242125, 'px': -46.591273375, 'sv': None, 'is': None}]}"
21:21,"{'c': '8677-10', 'cl': 33211, 'sl': 2, 'lt0': 'LGO. DO PAISSANDÚ', 'lt1': 'JD. LÍBANO', 'qv': 9, 'vs': [{'p': 11451, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.487239000000002, 'px': -46.7323545, 'sv': None, 'is': None}, {'p': 11807, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.487316, 'px': -46.7325825, 'sv': None, 'is': None}, {'p': 11809, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.487239000000002, 'px': -46.7323545, 'sv': None, 'is': None}, {'p': 11803, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.543491, 'px': -46.6379095, 'sv': None, 'is': None}, {'p': 11801, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.5429835, 'px': -46.6376015, 'sv': None, 'is': None}, {'p': 11810, 'a': True, 'ta': '2025-06-17T00:20:38Z', 'py': -23.487316, 'px': -46.7325825, 'sv': None, 'is': None}, {'p': 11812, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.499239250000002, 'px': -46.74631425, 'sv': None, 'is': None}, {'p': 11758, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.4888275, 'px': -46.7595955, 'sv': None, 'is': None}, {'p': 11813, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.527305749999996, 'px': -46.671981, 'sv': None, 'is': None}]}"
21:21,"{'c': '2004-10', 'cl': 33660, 'sl': 2, 'lt0': 'CPTM GUAIANASES', 'lt1': 'JD. NSA. SRA. DO CAMINHO', 'qv': 6, 'vs': [{'p': 36124, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.519621, 'px': -46.383444499999996, 'sv': None, 'is': None}, {'p': 36246, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.5199755, 'px': -46.384038000000004, 'sv': None, 'is': None}, {'p': 36232, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.519818, 'px': -46.383840000000006, 'sv': None, 'is': None}, {'p': 36003, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.5199755, 'px': -46.384038000000004, 'sv': None, 'is': None}, {'p': 36168, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.5335485, 'px': -46.399427, 'sv': None, 'is': None}, {'p': 36027, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.519621, 'px': -46.383444499999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '8500-10', 'cl': 34035, 'sl': 2, 'lt0': 'METRÔ BARRA FUNDA', 'lt1': 'TERM. PIRITUBA', 'qv': 6, 'vs': [{'p': 11731, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.486277, 'px': -46.726815875, 'sv': None, 'is': None}, {'p': 11469, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.506769499999997, 'px': -46.705805999999995, 'sv': None, 'is': None}, {'p': 11733, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.486121, 'px': -46.726629624999994, 'sv': None, 'is': None}, {'p': 11728, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.485965, 'px': -46.726443374999995, 'sv': None, 'is': None}, {'p': 11727, 'a': True, 'ta': '2025-06-17T00:21:07Z', 'py': -23.514620999999998, 'px': -46.699756750000006, 'sv': None, 'is': None}, {'p': 11726, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.5252865, 'px': -46.66490525, 'sv': None, 'is': None}]}"
21:21,"{'c': '637A-10', 'cl': 32953, 'sl': 2, 'lt0': 'TERM. PINHEIROS', 'lt1': 'TERM. JD. ÂNGELA', 'qv': 17, 'vs': [{'p': 73803, 'a': True, 'ta': '2025-06-17T00:20:21Z', 'py': -23.5825705, 'px': -46.68577625, 'sv': None, 'is': None}, {'p': 73885, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.654831, 'px': -46.7243675, 'sv': None, 'is': None}, {'p': 73845, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.690886, 'px': -46.774112, 'sv': None, 'is': None}, {'p': 73839, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.675351, 'px': -46.755973999999995, 'sv': None, 'is': None}, {'p': 73906, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.67369625, 'px': -46.74618725, 'sv': None, 'is': None}, {'p': 73866, 'a': True, 'ta': '2025-06-17T00:20:18Z', 'py': -23.615281, 'px': -46.701323, 'sv': None, 'is': None}, {'p': 73874, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.569736125, 'px': -46.691721125, 'sv': None, 'is': None}, {'p': 73825, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.566554, 'px': -46.701409999999996, 'sv': None, 'is': None}, {'p': 73827, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.566554, 'px': -46.701409999999996, 'sv': None, 'is': None}, {'p': 73860, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.566554, 'px': -46.701409999999996, 'sv': None, 'is': None}, {'p': 7301, 'a': False, 'ta': '2025-06-17T00:21:06Z', 'py': -23.62277125, 'px': -46.707053, 'sv': None, 'is': None}, {'p': 73822, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.6905325, 'px': -46.774566500000006, 'sv': None, 'is': None}, {'p': 73884, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.6903555, 'px': -46.7743995, 'sv': None, 'is': None}, {'p': 73834, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.566554, 'px': -46.701409999999996, 'sv': None, 'is': None}, {'p': 73869, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.678976, 'px': -46.763667999999996, 'sv': None, 'is': None}, {'p': 73912, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.679623999999997, 'px': -46.76436925, 'sv': None, 'is': None}, {'p': 73807, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.62285775, 'px': -46.707308999999995, 'sv': None, 'is': None}]}"
21:21,"{'c': '6500-10', 'cl': 46, 'sl': 1, 'lt0': 'TERM. BANDEIRA', 'lt1': 'TERM. STO. AMARO', 'qv': 7, 'vs': [{'p': 71133, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.654395, 'px': -46.7121185, 'sv': None, 'is': None}, {'p': 71041, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.654395, 'px': -46.7121185, 'sv': None, 'is': None}, {'p': 71422, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.654395, 'px': -46.7121185, 'sv': None, 'is': None}, {'p': 71367, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.654395, 'px': -46.7121185, 'sv': None, 'is': None}, {'p': 71427, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.654395, 'px': -46.7121185, 'sv': None, 'is': None}, {'p': 71276, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.619411, 'px': -46.6827515, 'sv': None, 'is': None}, {'p': 71399, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.559576, 'px': -46.65437225000001, 'sv': None, 'is': None}]}"
21:21,"{'c': '407F-10', 'cl': 34935, 'sl': 2, 'lt0': 'METRÔ BELÉM', 'lt1': 'TERM. SÃO MATEUS', 'qv': 5, 'vs': [{'p': 31773, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.612146, 'px': -46.4762395, 'sv': None, 'is': None}, {'p': 31761, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.612315, 'px': -46.476184, 'sv': None, 'is': None}, {'p': 31672, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.542249499999997, 'px': -46.589866, 'sv': None, 'is': None}, {'p': 31960, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.556124562500003, 'px': -46.5735176875, 'sv': None, 'is': None}, {'p': 31619, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.576248, 'px': -46.518687, 'sv': None, 'is': None}]}"
21:21,"{'c': '3301-10', 'cl': 34386, 'sl': 2, 'lt0': 'TERM. PQ. D. PEDRO II', 'lt1': 'TERM. SÃO MIGUEL', 'qv': 6, 'vs': [{'p': 31087, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.542787500000003, 'px': -46.61627625, 'sv': None, 'is': None}, {'p': 31838, 'a': True, 'ta': '2025-06-17T00:20:20Z', 'py': -23.50721325, 'px': -46.478616, 'sv': None, 'is': None}, {'p': 31227, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.491539500000002, 'px': -46.4344585, 'sv': None, 'is': None}, {'p': 31226, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.54645675, 'px': -46.629903999999996, 'sv': None, 'is': None}, {'p': 31820, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.491525000000003, 'px': -46.434801500000006, 'sv': None, 'is': None}, {'p': 31231, 'a': True, 'ta': '2025-06-17T00:20:25Z', 'py': -23.5316105, 'px': -46.55950875, 'sv': None, 'is': None}]}"
21:21,"{'c': '677V-10', 'cl': 112, 'sl': 1, 'lt0': 'EST. GRAJAÚ', 'lt1': 'JD. ALPINO', 'qv': 1, 'vs': [{'p': 64321, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.744489, 'px': -46.7097325, 'sv': None, 'is': None}]}"
21:21,"{'c': '675I-10', 'cl': 68, 'sl': 1, 'lt0': 'METRÔ SÃO JUDAS', 'lt1': 'TERM. JOÃO DIAS', 'qv': 2, 'vs': [{'p': 71370, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.62766125, 'px': -46.68821275, 'sv': None, 'is': None}, {'p': 71542, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.615788625, 'px': -46.649456625, 'sv': None, 'is': None}]}"
21:21,"{'c': '2123-10', 'cl': 33460, 'sl': 2, 'lt0': 'LIBERDADE', 'lt1': 'VL. MEDEIROS', 'qv': 6, 'vs': [{'p': 21374, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.553339, 'px': -46.634394, 'sv': None, 'is': None}, {'p': 21380, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.4884535, 'px': -46.582411, 'sv': None, 'is': None}, {'p': 21445, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.488902500000002, 'px': -46.5819175, 'sv': None, 'is': None}, {'p': 21432, 'a': True, 'ta': '2025-06-17T00:17:49Z', 'py': -23.5462215, 'px': -46.622327999999996, 'sv': None, 'is': None}, {'p': 21362, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.4886805, 'px': -46.582163, 'sv': None, 'is': None}, {'p': 21287, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.4886805, 'px': -46.582163, 'sv': None, 'is': None}]}"
21:21,"{'c': '178L-10', 'cl': 33328, 'sl': 2, 'lt0': 'HOSP. DAS CLÍNICAS', 'lt1': 'LAUZANE PAULISTA', 'qv': 8, 'vs': [{'p': 22753, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.4747265, 'px': -46.64295, 'sv': None, 'is': None}, {'p': 22654, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.478347, 'px': -46.6443735, 'sv': None, 'is': None}, {'p': 22682, 'a': True, 'ta': '2025-06-17T00:20:19Z', 'py': -23.474617000000002, 'px': -46.6435345, 'sv': None, 'is': None}, {'p': 22581, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.4747265, 'px': -46.64295, 'sv': None, 'is': None}, {'p': 22655, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.550093500000003, 'px': -46.682230000000004, 'sv': None, 'is': None}, {'p': 22685, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.5124815, 'px': -46.6532415, 'sv': None, 'is': None}, {'p': 22741, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.552126125, 'px': -46.657847875, 'sv': None, 'is': None}, {'p': 22683, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.500196000000003, 'px': -46.630483, 'sv': None, 'is': None}]}"
21:21,"{'c': '407N-10', 'cl': 2169, 'sl': 1, 'lt0': 'METRÔ PENHA', 'lt1': 'TERM. CID. TIRADENTES', 'qv': 7, 'vs': [{'p': 48620, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.598022, 'px': -46.459069, 'sv': None, 'is': None}, {'p': 48798, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.53406, 'px': -46.5427015, 'sv': None, 'is': None}, {'p': 48917, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.5960245, 'px': -46.4362195, 'sv': None, 'is': None}, {'p': 48945, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.582577, 'px': -46.408426, 'sv': None, 'is': None}, {'p': 48794, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.5825065, 'px': -46.407171, 'sv': None, 'is': None}, {'p': 48930, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.565915, 'px': -46.5070785, 'sv': None, 'is': None}, {'p': 48696, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.5662175, 'px': -46.506885999999994, 'sv': None, 'is': None}]}"
21:21,"{'c': '576C-10', 'cl': 1290, 'sl': 1, 'lt0': 'TERM. STO. AMARO', 'lt1': 'METRÔ JABAQUARA', 'qv': 5, 'vs': [{'p': 64304, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.638162, 'px': -46.6322935, 'sv': None, 'is': None}, {'p': 64155, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.6629765, 'px': -46.6789515, 'sv': None, 'is': None}, {'p': 64299, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.647399, 'px': -46.639229, 'sv': None, 'is': None}, {'p': 64732, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.65192725, 'px': -46.702461, 'sv': None, 'is': None}, {'p': 64731, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.654213, 'px': -46.710369, 'sv': None, 'is': None}]}"
21:21,"{'c': '2100-10', 'cl': 33481, 'sl': 2, 'lt0': 'PÇA. DA SÉ', 'lt1': 'TERM. VL. CARRÃO', 'qv': 5, 'vs': [{'p': 41767, 'a': True, 'ta': '2025-06-17T00:20:21Z', 'py': -23.558199000000002, 'px': -46.522121, 'sv': None, 'is': None}, {'p': 41802, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.558281, 'px': -46.523303, 'sv': None, 'is': None}, {'p': 41800, 'a': True, 'ta': '2025-06-17T00:20:30Z', 'py': -23.5597885, 'px': -46.521361999999996, 'sv': None, 'is': None}, {'p': 41789, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.557927, 'px': -46.523227500000004, 'sv': None, 'is': None}, {'p': 41778, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.5580275, 'px': -46.523286999999996, 'sv': None, 'is': None}]}"
