hr,l
21:21,"{'c': '9023-10', 'cl': 34205, 'sl': 2, 'lt0': 'TERM. PIRITUBA', 'lt1': 'PQ. DE TAIPAS', 'qv': 5, 'vs': [{'p': 16735, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.4197105, 'px': -46.7166475, 'sv': None, 'is': None}, {'p': 16518, 'a': True, 'ta': '2025-06-17T00:20:24Z', 'py': -23.4197105, 'px': -46.7166475, 'sv': None, 'is': None}, {'p': 16407, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.45638975, 'px': -46.71609725, 'sv': None, 'is': None}, {'p': 16304, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.486517, 'px': -46.7267185, 'sv': None, 'is': None}, {'p': 16175, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.4256415, 'px': -46.714337, 'sv': None, 'is': None}]}"
21:21,"{'c': '573H-10', 'cl': 34398, 'sl': 2, 'lt0': 'METRÔ BRESSER', 'lt1': 'HOSP. SAPOPEMBA', 'qv': 8, 'vs': [{'p': 55109, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.583738625000002, 'px': -46.5301625, 'sv': None, 'is': None}, {'p': 55249, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.612196500000003, 'px': -46.493525500000004, 'sv': None, 'is': None}, {'p': 55375, 'a': True, 'ta': '2025-06-17T00:20:22Z', 'py': -23.614487500000003, 'px': -46.499342125, 'sv': None, 'is': None}, {'p': 55281, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.612196500000003, 'px': -46.493525500000004, 'sv': None, 'is': None}, {'p': 55307, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.5774845, 'px': -46.54856975, 'sv': None, 'is': None}, {'p': 55087, 'a': True, 'ta': '2025-06-17T00:20:33Z', 'py': -23.552712749999998, 'px': -46.614067250000005, 'sv': None, 'is': None}, {'p': 55323, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.561021874999998, 'px': -46.593596625, 'sv': None, 'is': None}, {'p': 55341, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.57302225, 'px': -46.57007325, 'sv': None, 'is': None}]}"
21:21,"{'c': '695T-1', 'cl': 35387, 'sl': 2, 'lt0': 'METRÔ VL. MARIANA', 'lt1': 'TERM. CAPELINHA', 'qv': 4, 'vs': [{'p': 75103, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.642863249999998, 'px': -46.73661775000001, 'sv': None, 'is': None}, {'p': 75307, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.6540245, 'px': -46.762589000000006, 'sv': None, 'is': None}, {'p': 75309, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.6540245, 'px': -46.762589000000006, 'sv': None, 'is': None}, {'p': 75300, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.589709499999998, 'px': -46.6344845, 'sv': None, 'is': None}]}"
21:21,"{'c': '877T-10', 'cl': 1381, 'sl': 1, 'lt0': 'METRÔ PARAÍSO', 'lt1': 'VL. ANASTÁCIO', 'qv': 3, 'vs': [{'p': 82493, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.537941375000003, 'px': -46.654642124999995, 'sv': None, 'is': None}, {'p': 82578, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.5749645, 'px': -46.641831499999995, 'sv': None, 'is': None}, {'p': 82559, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.5133425, 'px': -46.7218615, 'sv': None, 'is': None}]}"
21:21,"{'c': '8700-10', 'cl': 34645, 'sl': 2, 'lt0': 'PÇA. RAMOS DE AZEVEDO', 'lt1': 'TERM. CAMPO LIMPO', 'qv': 6, 'vs': [{'p': 81375, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.6309525, 'px': -46.773810499999996, 'sv': None, 'is': None}, {'p': 81212, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.631797499999998, 'px': -46.7719915, 'sv': None, 'is': None}, {'p': 81967, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.579169, 'px': -46.71026499999999, 'sv': None, 'is': None}, {'p': 81773, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.6310935, 'px': -46.773485, 'sv': None, 'is': None}, {'p': 81971, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.631026499999997, 'px': -46.773642, 'sv': None, 'is': None}, {'p': 81972, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.5621635, 'px': -46.674863, 'sv': None, 'is': None}]}"
21:21,"{'c': '1786-10', 'cl': 33417, 'sl': 2, 'lt0': 'METRÔ SANTANA', 'lt1': 'VL. ALBERTINA', 'qv': 2, 'vs': [{'p': 26144, 'a': True, 'ta': '2025-06-17T00:21:04Z', 'py': -23.4678685, 'px': -46.6166155, 'sv': None, 'is': None}, {'p': 26464, 'a': True, 'ta': '2025-06-17T00:21:05Z', 'py': -23.5020595, 'px': -46.6229275, 'sv': None, 'is': None}]}"
21:21,"{'c': '5036-10', 'cl': 1666, 'sl': 1, 'lt0': 'TERM. SACOMÃ', 'lt1': 'JD. CELESTE', 'qv': 3, 'vs': [{'p': 51017, 'a': True, 'ta': '2025-06-17T00:21:06Z', 'py': -23.6571055, 'px': -46.613468999999995, 'sv': None, 'is': None}, {'p': 51038, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.6571055, 'px': -46.613468999999995, 'sv': None, 'is': None}, {'p': 51066, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.655963999999997, 'px': -46.614054499999995, 'sv': None, 'is': None}]}"
21:21,"{'c': '199D-10', 'cl': 2135, 'sl': 1, 'lt0': 'TERM. PINHEIROS', 'lt1': 'CONEXÃO VL. IÓRIO', 'qv': 5, 'vs': [{'p': 11847, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.485937, 'px': -46.710612499999996, 'sv': None, 'is': None}, {'p': 11846, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.485856, 'px': -46.71054650000001, 'sv': None, 'is': None}, {'p': 11844, 'a': True, 'ta': '2025-06-17T00:20:24Z', 'py': -23.542311375, 'px': -46.682805875, 'sv': None, 'is': None}, {'p': 11880, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.566054, 'px': -46.701919000000004, 'sv': None, 'is': None}, {'p': 11845, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.514826, 'px': -46.6993225, 'sv': None, 'is': None}]}"
21:21,"{'c': '4052-10', 'cl': 2145, 'sl': 1, 'lt0': 'METRÔ ITAQUERA', 'lt1': 'CPTM GUAIANASES', 'qv': 3, 'vs': [{'p': 36015, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.542498000000002, 'px': -46.471391499999996, 'sv': None, 'is': None}, {'p': 36585, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.542894500000003, 'px': -46.416357000000005, 'sv': None, 'is': None}, {'p': 36256, 'a': True, 'ta': '2025-06-17T00:21:00Z', 'py': -23.542671, 'px': -46.4688875, 'sv': None, 'is': None}]}"
21:21,"{'c': '1741-10', 'cl': 539, 'sl': 1, 'lt0': 'METRÔ SANTANA', 'lt1': 'VL. DIONISIA', 'qv': 4, 'vs': [{'p': 22566, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.485553, 'px': -46.640913, 'sv': None, 'is': None}, {'p': 22569, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.4639165, 'px': -46.663722, 'sv': None, 'is': None}, {'p': 22495, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.503125, 'px': -46.6245765, 'sv': None, 'is': None}, {'p': 22388, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.4639165, 'px': -46.663722, 'sv': None, 'is': None}]}"
21:21,"{'c': '2718-10', 'cl': 33699, 'sl': 2, 'lt0': 'METRÔ PENHA', 'lt1': 'VL. SÍLVIA', 'qv': 7, 'vs': [{'p': 45094, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.4930925, 'px': -46.49988925, 'sv': None, 'is': None}, {'p': 45085, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.531025125, 'px': -46.5456615, 'sv': None, 'is': None}, {'p': 45157, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.509022, 'px': -46.543881999999996, 'sv': None, 'is': None}, {'p': 45140, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.4930065, 'px': -46.4991965, 'sv': None, 'is': None}, {'p': 45764, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.497087999999998, 'px': -46.504521, 'sv': None, 'is': None}, {'p': 45083, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.521964, 'px': -46.54553799999999, 'sv': None, 'is': None}, {'p': 45298, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.496136, 'px': -46.510624, 'sv': None, 'is': None}]}"
21:21,"{'c': '6039-21', 'cl': 2493, 'sl': 1, 'lt0': 'COHAB JD. SÃO BENTO', 'lt1': 'TERM. CAPELINHA', 'qv': 3, 'vs': [{'p': 78565, 'a': True, 'ta': '2025-06-17T00:20:21Z', 'py': -23.659697, 'px': -46.774198, 'sv': None, 'is': None}, {'p': 78194, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.654823, 'px': -46.763025, 'sv': None, 'is': None}, {'p': 78621, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.680328625, 'px': -46.793278125, 'sv': None, 'is': None}]}"
21:21,"{'c': '847P-42', 'cl': 1424, 'sl': 1, 'lt0': 'VL. OLÍMPIA', 'lt1': 'BRASILÂNDIA', 'qv': 2, 'vs': [{'p': 11857, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.591865124999998, 'px': -46.6811123125, 'sv': None, 'is': None}, {'p': 11858, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.52547, 'px': -46.7030545, 'sv': None, 'is': None}]}"
21:21,"{'c': '3742-10', 'cl': 1042, 'sl': 1, 'lt0': 'METRÔ ITAQUERA', 'lt1': 'JD. LARANJEIRA', 'qv': 6, 'vs': [{'p': 47298, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.564302750000003, 'px': -46.4462245, 'sv': None, 'is': None}, {'p': 47641, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.6050545, 'px': -46.434651, 'sv': None, 'is': None}, {'p': 47617, 'a': True, 'ta': '2025-06-17T00:20:23Z', 'py': -23.5422995, 'px': -46.4696955, 'sv': None, 'is': None}, {'p': 47078, 'a': True, 'ta': '2025-06-17T00:20:25Z', 'py': -23.6050545, 'px': -46.434651, 'sv': None, 'is': None}, {'p': 47741, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.560991, 'px': -46.445750000000004, 'sv': None, 'is': None}, {'p': 47239, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.542541999999997, 'px': -46.467510000000004, 'sv': None, 'is': None}]}"
21:21,"{'c': '263J-10', 'cl': 219, 'sl': 1, 'lt0': 'CONJ. JOSÉ BONIFÁCIO', 'lt1': 'PENHA', 'qv': 9, 'vs': [{'p': 32222, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.549966249999997, 'px': -46.43092575, 'sv': None, 'is': None}, {'p': 32232, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.534197, 'px': -46.450534, 'sv': None, 'is': None}, {'p': 32636, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.549456, 'px': -46.4312205, 'sv': None, 'is': None}, {'p': 32043, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.522844125, 'px': -46.541421375, 'sv': None, 'is': None}, {'p': 32202, 'a': True, 'ta': '2025-06-17T00:20:38Z', 'py': -23.534727, 'px': -46.473905, 'sv': None, 'is': None}, {'p': 32615, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.5077375, 'px': -46.4912295, 'sv': None, 'is': None}, {'p': 32239, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.551343624999998, 'px': -46.432201625000005, 'sv': None, 'is': None}, {'p': 32041, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.551177374999998, 'px': -46.431865375, 'sv': None, 'is': None}, {'p': 32047, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.54970875, 'px': -46.43107325, 'sv': None, 'is': None}]}"
21:21,"{'c': '4030-10', 'cl': 1100, 'sl': 1, 'lt0': 'SHOP. ARICANDUVA', 'lt1': 'FAZENDA DA JUTA', 'qv': 5, 'vs': [{'p': 55149, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.5633835, 'px': -46.501695, 'sv': None, 'is': None}, {'p': 55371, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.563288999999997, 'px': -46.501448499999995, 'sv': None, 'is': None}, {'p': 55191, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.613538, 'px': -46.476616, 'sv': None, 'is': None}, {'p': 55352, 'a': True, 'ta': '2025-06-17T00:20:54Z', 'py': -23.613719, 'px': -46.4840355, 'sv': None, 'is': None}, {'p': 55314, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.5658095, 'px': -46.5068835, 'sv': None, 'is': None}]}"
21:21,"{'c': '701H-10', 'cl': 2558, 'sl': 1, 'lt0': 'CIRCULAR', 'lt1': 'HOSPITAL GUARAPIRANGA', 'qv': 1, 'vs': [{'p': 78958, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.702780500000003, 'px': -46.7442765, 'sv': None, 'is': None}]}"
21:21,"{'c': '3762-10', 'cl': 33821, 'sl': 2, 'lt0': 'METRÔ TATUAPÉ', 'lt1': 'JD. IVA', 'qv': 11, 'vs': [{'p': 45516, 'a': True, 'ta': '2025-06-17T00:20:25Z', 'py': -23.540944, 'px': -46.57538875, 'sv': None, 'is': None}, {'p': 45537, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.5915125, 'px': -46.516206, 'sv': None, 'is': None}, {'p': 45553, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.5620085, 'px': -46.5492625, 'sv': None, 'is': None}, {'p': 45634, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.5909755, 'px': -46.5166185, 'sv': None, 'is': None}, {'p': 45638, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.547783499999998, 'px': -46.54952625, 'sv': None, 'is': None}, {'p': 45767, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.5754205, 'px': -46.531698500000005, 'sv': None, 'is': None}, {'p': 45643, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.5909755, 'px': -46.5166185, 'sv': None, 'is': None}, {'p': 45419, 'a': True, 'ta': '2025-06-17T00:19:05Z', 'py': -23.591227, 'px': -46.516443499999994, 'sv': None, 'is': None}, {'p': 45382, 'a': True, 'ta': '2025-06-17T00:20:59Z', 'py': -23.54093, 'px': -46.5763015, 'sv': None, 'is': None}, {'p': 45704, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.591227, 'px': -46.516443499999994, 'sv': None, 'is': None}, {'p': 45307, 'a': True, 'ta': '2025-06-17T00:20:27Z', 'py': -23.591411, 'px': -46.516296499999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '178Y-10', 'cl': 868, 'sl': 1, 'lt0': 'METRÔ JD. SÃO PAULO', 'lt1': 'VL. AMÉLIA', 'qv': 3, 'vs': [{'p': 26098, 'a': True, 'ta': '2025-06-17T00:20:14Z', 'py': -23.4633435, 'px': -46.6419585, 'sv': None, 'is': None}, {'p': 26234, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.4878315, 'px': -46.621362000000005, 'sv': None, 'is': None}, {'p': 26040, 'a': True, 'ta': '2025-06-17T00:20:41Z', 'py': -23.4633435, 'px': -46.6419585, 'sv': None, 'is': None}]}"
21:21,"{'c': '5370-10', 'cl': 1442, 'sl': 1, 'lt0': 'LGO. SÃO FRANCISCO', 'lt1': 'TERM. VARGINHA', 'qv': 7, 'vs': [{'p': 61337, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.590929000000003, 'px': -46.650682, 'sv': None, 'is': None}, {'p': 61764, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.739612, 'px': -46.701891, 'sv': None, 'is': None}, {'p': 61574, 'a': True, 'ta': '2025-06-17T00:20:25Z', 'py': -23.625822, 'px': -46.683039, 'sv': None, 'is': None}, {'p': 61643, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.7673145, 'px': -46.7161625, 'sv': None, 'is': None}, {'p': 61058, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.713739750000002, 'px': -46.69859025, 'sv': None, 'is': None}, {'p': 61316, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.684085500000002, 'px': -46.703199, 'sv': None, 'is': None}, {'p': 61757, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.7673145, 'px': -46.7161625, 'sv': None, 'is': None}]}"
21:21,"{'c': '175P-10', 'cl': 33443, 'sl': 2, 'lt0': 'ANA ROSA', 'lt1': 'METRÔ SANTANA', 'qv': 9, 'vs': [{'p': 21789, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.51324925, 'px': -46.65818225, 'sv': None, 'is': None}, {'p': 21774, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.5863984375, 'px': -46.6361194375, 'sv': None, 'is': None}, {'p': 21787, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.5030635, 'px': -46.6550165, 'sv': None, 'is': None}, {'p': 21792, 'a': True, 'ta': '2025-06-17T00:20:58Z', 'py': -23.5030225, 'px': -46.6552645, 'sv': None, 'is': None}, {'p': 21791, 'a': True, 'ta': '2025-06-17T00:20:57Z', 'py': -23.534152749999997, 'px': -46.6630655, 'sv': None, 'is': None}, {'p': 21780, 'a': True, 'ta': '2025-06-16T23:39:56Z', 'py': -23.5852253125, 'px': -46.636866312500004, 'sv': None, 'is': None}, {'p': 21788, 'a': True, 'ta': '2025-06-17T00:20:25Z', 'py': -23.508536, 'px': -46.654825, 'sv': None, 'is': None}, {'p': 21794, 'a': True, 'ta': '2025-06-17T00:20:36Z', 'py': -23.547316000000002, 'px': -46.6735795, 'sv': None, 'is': None}, {'p': 21813, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.5852253125, 'px': -46.636866312500004, 'sv': None, 'is': None}]}"
21:21,"{'c': '3098-10', 'cl': 1078, 'sl': 1, 'lt0': 'SHOP. ARICANDUVA', 'lt1': 'JD. SÃO FRANCISCO', 'qv': 5, 'vs': [{'p': 55421, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.632133500000002, 'px': -46.4563395, 'sv': None, 'is': None}, {'p': 55024, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.5645445, 'px': -46.508259, 'sv': None, 'is': None}, {'p': 55238, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.58802425, 'px': -46.4905275, 'sv': None, 'is': None}, {'p': 55135, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.63036925, 'px': -46.45570550000001, 'sv': None, 'is': None}, {'p': 55423, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.576253, 'px': -46.501763499999996, 'sv': None, 'is': None}]}"
21:21,"{'c': '573A-10', 'cl': 34405, 'sl': 2, 'lt0': 'VL. ALPINA', 'lt1': 'METRÔ BRESSER', 'qv': 2, 'vs': [{'p': 56326, 'a': True, 'ta': '2025-06-17T00:20:49Z', 'py': -23.5470055, 'px': -46.606573499999996, 'sv': None, 'is': None}, {'p': 56350, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.58658225, 'px': -46.58115075, 'sv': None, 'is': None}]}"
21:21,"{'c': '3787-10', 'cl': 34380, 'sl': 2, 'lt0': 'METRÔ ITAQUERA', 'lt1': 'CID. TIRADENTES', 'qv': 7, 'vs': [{'p': 47727, 'a': True, 'ta': '2025-06-17T00:20:35Z', 'py': -23.60186025, 'px': -46.398567, 'sv': None, 'is': None}, {'p': 47807, 'a': True, 'ta': '2025-06-17T00:20:46Z', 'py': -23.60156875, 'px': -46.398831, 'sv': None, 'is': None}, {'p': 47544, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.54553525, 'px': -46.46165175, 'sv': None, 'is': None}, {'p': 47109, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.60156875, 'px': -46.398831, 'sv': None, 'is': None}, {'p': 47569, 'a': True, 'ta': '2025-06-17T00:20:28Z', 'py': -23.60156875, 'px': -46.398831, 'sv': None, 'is': None}, {'p': 47189, 'a': True, 'ta': '2025-06-17T00:20:48Z', 'py': -23.59449625, 'px': -46.425630999999996, 'sv': None, 'is': None}, {'p': 47035, 'a': True, 'ta': '2025-06-17T00:20:55Z', 'py': -23.595723500000002, 'px': -46.437953750000005, 'sv': None, 'is': None}]}"
21:21,"{'c': '2025-10', 'cl': 2267, 'sl': 1, 'lt0': 'SANTANA', 'lt1': 'VL. NOVA GALVÃO', 'qv': 3, 'vs': [{'p': 22612, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.490674499999997, 'px': -46.610645875, 'sv': None, 'is': None}, {'p': 22825, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.473471125, 'px': -46.58918, 'sv': None, 'is': None}, {'p': 22470, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.4548235, 'px': -46.574467, 'sv': None, 'is': None}]}"
21:21,"{'c': '364A-10', 'cl': 1246, 'sl': 1, 'lt0': 'SHOP. ARICANDUVA', 'lt1': 'HOSP. IPIRANGA', 'qv': 11, 'vs': [{'p': 55448, 'a': True, 'ta': '2025-06-17T00:20:51Z', 'py': -23.59846675, 'px': -46.520826, 'sv': None, 'is': None}, {'p': 55333, 'a': True, 'ta': '2025-06-17T00:20:29Z', 'py': -23.5631475, 'px': -46.501079000000004, 'sv': None, 'is': None}, {'p': 55508, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.581540250000003, 'px': -46.55393675, 'sv': None, 'is': None}, {'p': 55456, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.58033175, 'px': -46.50146325, 'sv': None, 'is': None}, {'p': 55477, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.584459000000003, 'px': -46.584635250000005, 'sv': None, 'is': None}, {'p': 55008, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.5660035, 'px': -46.5068395, 'sv': None, 'is': None}, {'p': 55387, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.589645750000003, 'px': -46.608054249999995, 'sv': None, 'is': None}, {'p': 55474, 'a': True, 'ta': '2025-06-17T00:20:34Z', 'py': -23.5632085, 'px': -46.5012665, 'sv': None, 'is': None}, {'p': 55373, 'a': True, 'ta': '2025-06-17T00:20:45Z', 'py': -23.5632085, 'px': -46.5012665, 'sv': None, 'is': None}, {'p': 55113, 'a': True, 'ta': '2025-06-17T00:20:30Z', 'py': -23.607737, 'px': -46.5011825, 'sv': None, 'is': None}, {'p': 55538, 'a': True, 'ta': '2025-06-17T00:20:24Z', 'py': -23.58993125, 'px': -46.501037749999995, 'sv': None, 'is': None}]}"
21:21,"{'c': '3746-31', 'cl': 34865, 'sl': 2, 'lt0': 'METRÔ BELÉM', 'lt1': 'JD. IMPERADOR', 'qv': 2, 'vs': [{'p': 51219, 'a': True, 'ta': '2025-06-17T00:20:37Z', 'py': -23.542912, 'px': -46.588283000000004, 'sv': None, 'is': None}, {'p': 51107, 'a': True, 'ta': '2025-06-17T00:20:31Z', 'py': -23.542912, 'px': -46.588283000000004, 'sv': None, 'is': None}]}"
21:21,"{'c': '2012-10', 'cl': 2281, 'sl': 1, 'lt0': 'SHOP.D', 'lt1': 'VL. MEDEIROS', 'qv': 2, 'vs': [{'p': 22088, 'a': True, 'ta': '2025-06-17T00:20:43Z', 'py': -23.4880315, 'px': -46.5828975, 'sv': None, 'is': None}, {'p': 22052, 'a': True, 'ta': '2025-06-17T00:20:52Z', 'py': -23.506664999999998, 'px': -46.601271624999995, 'sv': None, 'is': None}]}"
21:21,"{'c': '1701-23', 'cl': 35367, 'sl': 2, 'lt0': 'METRÔ SANTANA', 'lt1': 'JOVA RURAL', 'qv': 3, 'vs': [{'p': 26490, 'a': True, 'ta': '2025-06-17T00:20:39Z', 'py': -23.481383, 'px': -46.602215875, 'sv': None, 'is': None}, {'p': 26047, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.4920285, 'px': -46.611037499999995, 'sv': None, 'is': None}, {'p': 26382, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.447538, 'px': -46.576252999999994, 'sv': None, 'is': None}]}"
21:21,"{'c': '695X-10', 'cl': 1441, 'sl': 1, 'lt0': 'METRÔ JABAQUARA', 'lt1': 'TERM. VARGINHA', 'qv': 9, 'vs': [{'p': 61670, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.767062, 'px': -46.7161295, 'sv': None, 'is': None}, {'p': 61788, 'a': True, 'ta': '2025-06-17T00:20:56Z', 'py': -23.68648425, 'px': -46.6938545, 'sv': None, 'is': None}, {'p': 61793, 'a': True, 'ta': '2025-06-17T00:20:42Z', 'py': -23.643853, 'px': -46.657783499999994, 'sv': None, 'is': None}, {'p': 61295, 'a': True, 'ta': '2025-06-17T00:20:44Z', 'py': -23.6465355, 'px': -46.639203499999994, 'sv': None, 'is': None}, {'p': 61786, 'a': True, 'ta': '2025-06-17T00:20:32Z', 'py': -23.767859, 'px': -46.716285, 'sv': None, 'is': None}, {'p': 61801, 'a': True, 'ta': '2025-06-17T00:20:50Z', 'py': -23.76784525, 'px': -46.71674175, 'sv': None, 'is': None}, {'p': 61797, 'a': True, 'ta': '2025-06-17T00:20:40Z', 'py': -23.767062, 'px': -46.7161295, 'sv': None, 'is': None}, {'p': 61765, 'a': True, 'ta': '2025-06-17T00:20:26Z', 'py': -23.767062, 'px': -46.7161295, 'sv': None, 'is': None}, {'p': 61782, 'a': True, 'ta': '2025-06-17T00:20:47Z', 'py': -23.718635499999998, 'px': -46.6987405, 'sv': None, 'is': None}]}"
21:21,"{'c': '4732-31', 'cl': 2127, 'sl': 1, 'lt0': 'METRÔ SAÚDE', 'lt1': 'VL. LIVIERO', 'qv': 4, 'vs': [{'p': 51129, 'a': True, 'ta': '2025-06-17T00:21:01Z', 'py': -23.650046500000002, 'px': -46.5975235, 'sv': None, 'is': None}, {'p': 51401, 'a': True, 'ta': '2025-06-17T00:21:03Z', 'py': -23.6476485, 'px': -46.600239, 'sv': None, 'is': None}, {'p': 51030, 'a': True, 'ta': '2025-06-17T00:21:02Z', 'py': -23.62961025, 'px': -46.604468749999995, 'sv': None, 'is': None}, {'p': 51020, 'a': True, 'ta': '2025-06-17T00:20:53Z', 'py': -23.6476485, 'px': -46.600239, 'sv': None, 'is': None}]}"
