hr,codigo_linha,origem,destino,tipo,circular,codigo_cl
21:21,3021-10,TERM. VL PRUDENTE,PQ. BANCÁRIO,,2,33044
21:21,7181-10,TERM. PRINC. ISABEL,CID. UNIVERSITÁRIA,,1,1332
21:21,7011-31,JD. ÂNGELA,JD. DOS REIS,,1,1954
21:21,7011-31,JD. ÂNGELA,JD. DOS REIS,,2,34722
21:21,7054-10,TERM. CAMPO LIMPO,JD. MACEDÔNIA,,2,32809
21:21,6824-10,TERM. CAPELINHA,PQ. FERNANDA,,1,23
21:21,975A-10,METRÔ ANA ROSA,VL. BRASILÂNDIA,,1,589
21:21,6L10-41,TERM. VARGINHA,MESSIÂNICA,,2,34773
21:21,8004-10,TERM. LAPA,HAB. TURÍSTICA,,1,1254
21:21,2451-10,TERM. ARICANDUVA,VL. SÃO FRANCISCO,,2,32981
21:21,8077-10,TERM. VL. SÔNIA,JD. JOÃO XXIII,,2,34818
21:21,546A-10,STO. AMARO,JD. APURÁ,,1,1131
21:21,172J-10,TATUAPÉ,JD. BRASIL,,1,856
21:21,271A-51,METRÔ SANTANA,CANGAÍBA,,1,703
21:21,2725-10,JD. SÃO CARLOS,METRÔ ARTUR ALVIM,,2,33707
21:21,4005-10,BARRO BRANCO,TERM. CID. TIRADENTES,,2,34947
21:21,6049-10,STO. AMARO,VALO VELHO,,1,1309
21:21,9789-10,METRÔ BARRA FUNDA,JD. PAULISTANO,,1,829
21:21,2770-10,METRÔ VL. MATILDE,CPTM JOSÉ BONIFÁCIO,,2,33011
21:21,1018-10,METRÔ SANTANA,VL. ROSA,,2,33600
21:21,5391-10,LGO. SÃO FRANCISCO,JD. ÂNGELA,,1,171
21:21,2722-31,JD. VERÔNIA,METRÔ GUILHERMINA/ESPERANÇA,,1,936
21:21,2711-10,METRÔ PATRIARCA,PONTE RASA,,1,925
21:21,575C-10,VL MATIAS,IPIRANGA,,2,34454
21:21,856R-10,SOCORRO,LAPA,,2,34196
21:21,978A-10,METRÔ BARRA FUNDA,TERM. CACHOEIRINHA,,2,34137
21:21,3785-10,METRÔ ITAQUERA,COHAB BARRO BRANCO,,2,33831
21:21,809R-10,TERM. PINHEIROS,RIO PEQUENO,,2,34835
21:21,6816-10,TERM. CAPELINHA,JD. MITSUTANI,,2,32794
21:21,5757-10,METRÔ CONCEIÇÃO,CID. JÚLIA,,2,34056
21:21,9014-10,TERM. LAPA,MORRO GRANDE,,1,1425
21:21,4724-10,VL. NHOCUNÉ,METRÔ PATRIARCA,,1,2060
21:21,2024-10,CACHOEIRA,DIB,,2,35029
21:21,6016-10,TERM. GRAJAÚ,JD. NORONHA,,1,84
21:21,6055-10,SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),EST. MENDES/VL. NATAL,,2,33914
21:21,5362-10,PÇA. DA SÉ,PQ. RES. COCAIA,,1,70
21:21,2004-10,CPTM GUAIANASES,JD. NSA. SRA. DO CAMINHO,,1,892
21:21,174M-10,MUSEU DO IPIRANGA,VL. SABRINA,,1,673
21:21,5110-24,TERM. VL. PRUDENTE,SÃO MATEUS,,2,35227
21:21,714C-10,PAULISTA,COHAB EDUCANDÁRIO,,1,487
21:21,199D-10,TERM. PINHEIROS,CONEXÃO VL. IÓRIO,,2,34903
21:21,1702-10,TIETÊ,JOVA RURAL,,1,846
21:21,273D-10,METRÔ ARTUR ALVIM,PQ. D. JOÃO NERY,,2,32990
21:21,6051-31,TERM. VARGINHA,JD. ITAJAÍ,,1,1606
21:21,4015-10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS,,1,2188
21:21,2732-10,VL. REGINA,METRÔ ARTUR ALVIM,,2,33715
21:21,6820-10,TERM. CAPELINHA,JD. DAS ROSAS,,2,32787
21:21,6403-10,TERM. PQ. D. PEDRO II,TERM. JOÃO DIAS,,1,58
21:21,2712-10,SHOP. METRÔ ITAQUERA,JD. SÃO NICOLAU,,1,926
21:21,1024-10,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBÉ,,1,2302
21:21,3738-10,METRÔ ITAQUERA,COHAB JUSCELINO,,1,1038
21:21,407Y-10,METRÔ VL. PRUDENTE,PQ. SAVOY CITY,,1,2206
21:21,702C-10,METRÔ BELÉM,JD. BONFIGLIOLI,,1,485
21:21,373M-10,SHOP. METRÔ TATUAPÉ,JD. GUAIRACÁ,,2,33049
21:21,5702-10,METRÔ JABAQUARA,REFÚGIO STA. TEREZINHA,,1,1137
21:21,971X-10,METRÔ SANTANA,TERM. CACHOEIRINHA,,1,1695
21:21,314V-10,PÇA. ALMEIDA JR.,VL. EMA,,2,33079
21:21,8610-10,TERM. BANDEIRA,JD. PAULO VI,,1,2063
21:21,8019-31,TERM. VL. SÔNIA,PQ. CONTINENTAL,,1,2574
21:21,8014-10,PERUS,MORRO DOCE,,1,801
21:21,6118-10,TERM. STO. AMARO,JD. ICARAÍ,,2,33956
21:21,2705-10,METRÔ ITAQUERA,JD. FANGANIELO,,2,33685
21:21,7016-10,TERM. STO. AMARO,JD. ÂNGELA,,1,2118
21:21,2058-10,CPTM GUAIANASES,TERM. SÃO MIGUEL,,1,259
21:21,8047-10,LAPA,JARAGUÁ,,1,408
21:21,8700-1,PÇA. RAMOS DE AZEVEDO,TERM. CAMPO LIMPO,,2,35276
21:21,4709-10,METRÔ VL. MARIANA,JD. SÃO SAVÉRIO,,2,33101
21:21,957T-10,VL. OLÍMPIA,COHAB TAIPAS,,1,464
21:21,875P-10,METRÔ ANA ROSA,METRÔ BARRA FUNDA,,1,1341
21:21,118Y-10,LAPA,LAUZANE PAULISTA,,2,33609
21:21,715M-10,LGO. DA PÓLVORA,JD. MARIA LUIZA,,1,490
21:21,407K-10,METRÔ CARRÃO,TERM. SÃO MATEUS,,1,2168
21:21,9019-10,TERM. PIRITUBA,JD. PAULISTANO,,2,34201
21:21,675A-10,METRÔ SÃO JUDAS,PQ. STO. ANTONIO,,1,1318
21:21,4221-10,TERM. PQ. D. PEDRO II,JD. PLANALTO,,2,33093
21:21,271P-10,PÇA DO CORREIO,CANGAÍBA,,1,704
21:21,7458-10,TERM. VL. SÔNIA,JD. BOA VISTA,,2,33264
21:21,6010-10,TERM. GUARAPIRANGA,CHÁC. STA. MARIA,,1,1202
21:21,1760-10,SHOP. CENTER NORTE,COHAB ANTÁRTICA,,2,33325
21:21,6L10-10,PQ. FLORESTAL,TERM. VARGINHA,,1,1159
21:21,9181-10,LAPA,VL. TEREZINHA,,1,885
21:21,5107-10,PÇA. DO CORREIO,TERM. SACOMÃ,,1,1659
21:21,908T-10,BUTANTÃ,TERM. PQ. D. PEDRO II,,2,34884
21:21,271C-10,TERM. PRINC. ISABEL - CIRCULAR,PQ. VL. MARIA,,1,682
21:21,909T-10,TERM. PQ. D. PEDRO II,TERM. PINHEIROS,,2,35024
21:21,4013-10,TERM. SÃO MATEUS,JD. STO. ANDRÉ,,2,34954
21:21,1767-10,METRÔ TUCURUVI,PQ. EDU CHAVES,,2,33396
21:21,7002-10,HOSP. DAS CLÍNICAS,JD. ROSA MARIA,,2,33540
21:21,6050-10,TERM. GRAJAÚ,PQ. COCAIA,,1,1225
21:21,2013-10,CACHOEIRINHA,COHAB ANTÁRTICA,,2,33667
21:21,2021-10,CPTM GUAIANASES,JD. BANDEIRANTES,,2,33674
21:21,817C-10,HOSP. DAS CLÍNICAS,LAPA,,2,34105
21:21,9032-10,TERM. CACHOEIRINHA,JD. DAMASCENO,,2,33648
21:21,702U-10,TERM. PQ. D. PEDRO II,CID. UNIVERSITÁRIA,,2,34098
21:21,6116-10,TERM. GRAJAÚ,JD. PRAINHA,,2,33954
21:21,3728-10,PQ. SAVOY CITY,METRÔ ARTUR ALVIM,,2,33793
21:21,5024-10,STO. AMARO,MISSIONÁRIA,,2,33890
21:21,2123-10,LIBERDADE,VL. MEDEIROS,,1,692
21:21,8677-10,LGO. DO PAISSANDÚ,JD. LÍBANO,,1,443
21:21,3712-51,METRÔ ITAQUERA,VL. COSMOPOLITA,,1,2505
21:21,8000-1,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,,1,2506
21:21,342N-10,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK,,2,33771
21:21,8075-10,METRÔ BUTANTÃ,TERM. CAMPO LIMPO,,1,2044
21:21,5154-10,TERM. PRINC. ISABEL,TERM. STO. AMARO,,2,33121
21:21,2770-10,METRÔ VL. MATILDE,CPTM JOSÉ BONIFÁCIO,,1,243
21:21,2522-10,METRÔ ITAQUERA,JD. STO. ANTÔNIO,,2,32908
21:21,6823-10,TERM. CAPELINHA,JD. GUARUJÁ,,2,32802
21:21,508L-10,ACLIMAÇÃO,TERM. PRINC. ISABEL,,1,117
21:21,4221-10,TERM. PQ. D. PEDRO II,JD. PLANALTO,,1,325
21:21,8028-10,METRÔ MORUMBI,PARAISÓPOLIS,,1,2532
21:21,407F-10,METRÔ BELÉM,TERM. SÃO MATEUS,,1,2167
21:21,4708-10,METRÔ VL. MARIANA,JD. CLÍMAX,,2,33100
21:21,8548-10,TERM. LAPA,PARADA DE TAIPAS,,2,33346
21:21,8003-10,TERM. LAPA,REMÉDIOS,,1,1253
21:21,3020-10,SHOP. ARICANDUVA,COHAB JOSÉ BONIFÁCIO,,1,958
21:21,4008-10,TERM. VL. CARRÃO,JD. CIBELE,,1,2182
21:21,278A-10,PENHA,METRÔ SANTANA,,1,706
21:21,6056-10,TERM. GRAJAÚ,PQ. STA. CECÍLIA,,2,33915
21:21,6825-10,TERM. CAPELINHA,VALO VELHO,,2,32782
21:21,4112-10,PÇA. DA REPÚBLICA,STA. MARGARIDA MARIA,,2,33535
21:21,476A-10,TERM. STO. AMARO,IPIRANGA,,1,304
21:21,9784-10,METRÔ BARRA FUNDA,JD. DOS FRANCOS,,1,827
21:21,6042-10,STO. AMARO,JD. TRÊS ESTRELAS,,2,33987
21:21,2023-10,METRÔ TUCURUVI,CACHOEIRA,,1,2260
21:21,2033-10,SHOP. D,VL. SABRINA,,1,2499
21:21,7050-10,TERM. CAMPO LIMPO,JD. DAS ROSAS,,2,34652
21:21,6806-10,TERM. JOÃO DIAS,JD. NOVO ORIENTE,,1,32
21:21,3751-10,METRÔ ITAQUERA,COHAB PRESTES MAIA,,1,1047
21:21,675I-10,METRÔ SÃO JUDAS,TERM. JOÃO DIAS,,2,32836
21:21,8021-10,BUTANTÃ,JD. MARIA LUIZA,,2,34841
21:21,4732-10,METRÔ SAÚDE,VL. LIVIERO,,2,33070
21:21,6726-10,JD. GAIVOTAS,TERM. GRAJAÚ,,1,1193
21:21,5030-10,TERM. SACOMÃ,JD. MARIA ESTELA,,1,1669
21:21,3773-10,METRÔ CARRÃO,RES. STA. BÁRBARA,,2,33827
21:21,4725-10,SHOP. IBIRAPUERA,VL. BRASILINA,,1,338
21:21,5131-10,PQ. D. PEDRO II,CID. ADEMAR,,1,1282
21:21,3725-41,VL. ARICANDUVA,METRÔ VL. MATILDE,,2,34299
21:21,775V-10,ITAIM BIBI,RIO PEQUENO,,2,33243
21:21,5143-10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA,,1,1628
21:21,6002-10,HOSP. PEDREIRA,CID. DUTRA,,2,34747
21:21,2030-10,METRÔ SANTANA,LAUZANE PAULISTA,,1,2264
21:21,8500-10,METRÔ BARRA FUNDA,TERM. PIRITUBA,,1,1267
21:21,8199-10,CEM. VL. NOVA CACHOEIRINHA,PIRITUBA,,1,807
21:21,9188-10,LAPA,CAPELA DA LAGOA,,2,33577
21:21,278A-10,PENHA,METRÔ SANTANA,,2,33474
21:21,938L-10,LAPA,TERM. CACHOEIRINHA,,1,1368
21:21,3069-10,TERM. SÃO MATEUS,JD. RECANTO VERDE SOL,,1,984
21:21,6055-10,SHOP. INTERLAGOS (VIA JD. SÃO BERNARDO),EST. MENDES/VL. NATAL,,1,1146
21:21,8006-10,TERM. PIRITUBA,JD. DONÁRIA,,1,1256
21:21,6007-10,TERM. STO. AMARO,TERM. CAPELINHA,,1,176
21:21,2590-10,PQ. D. PEDRO II,UNIÃO DE VL. NOVA,,2,33680
21:21,5020-10,TERM. SACOMÃ,HOSP. HELIÓPOLIS,,1,1670
21:21,1787-10,METRÔ SANTANA,VL. MARIETA,,1,650
21:21,3903-10,PENHA,JD. VL. NOVA,,2,34239
21:21,1019-10,TERM. PIRITUBA,SOL NASCENTE,,2,35263
21:21,6803-10,TERM. JOÃO DIAS,JD. CAPELINHA,,2,32797
21:21,3098-31,JD. ELIZABETH,SÃO MATEUS,,2,34607
21:21,6083-10,TERM. GRAJAÚ,JD. ELIANA,,2,34501
21:21,1780-10,METRÔ PARADA INGLESA,JD. HEBRON,,1,869
21:21,2363-10,TERM. PQ. D. PEDRO II,JD. DANFER,,1,135
21:21,3031-10,METRÔ ITAQUERA,JD. ALTO PAULISTANO,,1,967
21:21,1025-10,CONEXÃO PETRÔNIO PORTELA,JD. CAROMBÉ,,2,35071
21:21,1721-10,METRÔ CARANDIRU,VL. SABRINA,,1,666
21:21,719R-10,METRÔ BARRA FUNDA,RIO PEQUENO,,2,33237
21:21,546J-10,STO. AMARO,JD. SELMA,,1,1133
21:21,4014-10,TERM. VL. CARRÃO,JD. VL. CARRÃO,,1,2187
21:21,3160-10,TERM. PQ. D. PEDRO II,TERM. VL. PRUDENTE,,1,125
21:21,736G-10,SHOP. MORUMBI,JD. INGÁ,,2,33548
21:21,775A-10,PINHEIROS,JD. ADALGIZA,,1,473
21:21,6042-21,CEU CAPÃO REDONDO,TERM. CAPELINHA,,1,1775
21:21,7009-10,JD. ÂNGELA,JD. SÃO LOURENÇO,,2,34719
21:21,9004-10,TERM. CACHOEIRINHA,JD. ELISA MARIA,,2,33639
21:21,8010-21,SÍTIO BOTUQUARA,CPTM PERUS,,2,34505
21:21,524L-10,METRÔ TATUAPÉ,PQ. SÃO LUCAS,,1,1715
21:21,6062-10,JD. CASTRO ALVES,TERM. GRAJAÚ,,1,1151
21:21,5362-41,PQ. IBIRAPUERA,PQ. RES. COCAIA,,1,72
21:21,8023-10,TERM. VL. SÔNIA,CDHU MUNCK,,2,34842
21:21,3064-10,CPTM GUAIANASES,CID. TIRADENTES,,1,980
21:21,1701-21,METRÔ TUCURUVI,JOVA RURAL,,1,2476
21:21,352A-10,TERM. SÃO MATEUS,JD. HELENA,,1,164
21:21,8545-10,METRÔ BARRA FUNDA,PENTEADO,,2,34132
21:21,6835-31,TERM. CAPELINHA,VALO VELHO,,1,1407
21:21,546L-41,COL. STA. MARIA,JD. LUSO,,2,34054
21:21,3725-10,VL. DALILA,METRÔ VL. MATILDE,,1,1022
21:21,263J-10,CONJ. JOSÉ BONIFÁCIO,PENHA,,2,32987
21:21,3414-10,TERM. PQ. D. PEDRO II,VL. DALILA,,1,746
21:21,5290-10,TERM. PQ. D. PEDRO II,DIV. DIADEMA,,2,33365
21:21,4718-10,METRÔ STA. CRUZ,JD. CELESTE,,1,336
21:21,414P-10,TERM. NORTE METRÔ CARRÃO,VL. INDUSTRIAL,,1,1105
21:21,1765-10,METRÔ TUCURUVI,JD. CABUÇU,,2,34550
21:21,6120-10,TERM. GRAJAÚ,JD. LUCÉLIA,,1,1189
21:21,8252-10,LAPA,METRÔ BARRA FUNDA,,2,34016
21:21,8027-10,BUTANTÃ,VL. DALVA,,2,34930
21:21,4015-10,JD. RODOLFO PIRANI,TERM. SÃO MATEUS,,2,34956
21:21,2767-10,METRÔ TATUAPÉ,CID. PEDRO JOSÉ NUNES,,1,241
21:21,809P-10,TERM. PINHEIROS,TERM. CAMPO LIMPO,,1,1891
21:21,7458-10,TERM. VL. SÔNIA,JD. BOA VISTA,,1,496
21:21,N139-11,JD. PAULISTANO,TERM. PIRITUBA,,2,35063
21:21,3004-10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO,,2,34566
21:21,5164-21,PQ. IBIRAPUERA,CID. LEONOR,,1,1616
21:21,874C-10,METRÔ - TRIANON - MASP,PQ. CONTINENTAL,,2,33245
21:21,3003-10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO,,1,1797
21:21,4032-10,OBJETIVO UNIP,VL. DAS MERCÊS,,1,1102
21:21,6006-10,SHOP. INTERLAGOS,JD. HERCULANO,,2,32943
21:21,6805-31,TERM. JOÃO DIAS,TERM. CAPELINHA,,1,1788
21:21,6475-10,TERM. BANDEIRA,JD. VAZ DE LIMA,,1,1317
21:21,6813-10,TERM. CAPELINHA,JD. LÍDIA,,1,33
21:21,8072-10,METRÔ MORUMBI,PQ. IPÊ,,1,2079
21:21,637G-10,PINHEIROS,GRAJAÚ,,1,101
21:21,6083-10,TERM. GRAJAÚ,JD. ELIANA,,1,1733
21:21,2435-10,TERM. ARICANDUVA,JD. COIMBRA,,1,210
21:21,273F-10,METRÔ ITAQUERA,VL. MARA,,1,159
21:21,6075-10,TERM. VARGINHA,JD. REC. CAMPO BELO,,1,1162
21:21,5100-10,TERM. PQ. D. PEDRO II,TERM. PINHEIROS,,2,34138
21:21,6L07-10,TERM. VARGINHA,JD. STA. FÉ,,1,1545
21:21,4114-10,TERM. PQ. D. PEDRO II,JD. DA SAÚDE,,1,321
21:21,1021-10,TERM. PIRITUBA,COHAB BRASILÂNDIA,,1,833
21:21,4491-10,TERM. PQ. D. PEDRO II,VL. LIVIERO,,2,33095
21:21,4727-10,METRÔ PÇA. DA ÁRVORE,JD. CLÍMAX,,1,340
21:21,4036-10,TERM. VL. CARRÃO,METRÔ ITAQUERA,,1,2561
21:21,7022-10,TERM. STO. AMARO,JD. CAIÇARA,,2,34852
21:21,6258-31,JD. IBIRAPUERA,JD. STA. MARGARIDA,,1,1783
21:21,719R-10,METRÔ BARRA FUNDA,RIO PEQUENO,,1,469
21:21,408A-10,CARDOSO DE ALMEIDA,MACHADO DE ASSIS,,1,766
21:21,6031-10,EST. MENDES/VL. NATAL,TERM. GRAJAÚ,,2,32860
21:21,6821-10,TERM. CAPELINHA,JD. JANGADEIRO,,1,21
21:21,2590-10,PQ. D. PEDRO II,UNIÃO DE VL. NOVA,,1,912
21:21,8085-10,CIRCULAR USP,P3,,2,35376
21:21,2029-10,METRÔ TUCURUVI,JD. FONTÁLIS,,2,35038
21:21,2756-10,METRÔ PATRIARCA,GUAIANASES,,1,238
21:21,7057-10,TERM. CAMPO LIMPO,JD. MITSUTANI,,2,34665
21:21,4056-10,TERM. SÃO MATEUS,PQ. BOA ESPERANÇA,,1,2237
21:21,8003-10,TERM. LAPA,REMÉDIOS,,2,34021
21:21,2019-10,SHOP. PENHA,PQ. PAINEIRAS,,1,905
21:21,178T-10,CEASA,METRÔ SANTANA,,1,565
21:21,513L-10,PQ. BELÉM,TERM. SACOMÃ,,2,34423
21:21,574R-10,METRÔ BELÉM,TERM. SAPOPEMBA,,1,1623
21:21,8043-10,LAPA,HAB. TURÍSTICA,,2,33175
21:21,6046-10,STO. AMARO,JD. SÃO BENTO NOVO,,2,33991
21:21,809R-10,TERM. PINHEIROS,RIO PEQUENO,,1,2067
21:21,4055-10,VL. SOLANGE,CPTM GUAIANASES,,1,2447
21:21,1021-10,TERM. PIRITUBA,COHAB BRASILÂNDIA,,2,33601
21:21,4011-10,TERM. SÃO MATEUS,JD. LIMOEIRO,,1,2184
21:21,9162-10,TERM. CASA VERDE,VL. PENTEADO,,2,34133
21:21,971V-10,SHOP. CENTER NORTE,JD. VISTA ALEGRE,,1,619
21:21,8528-10,PÇA. DO CORREIO,JD. GUARANI,,1,575
21:21,4085-10,METRÔ ITAQUERA,COHAB FAZENDA DO CARMO,,2,34924
21:21,273D-10,METRÔ ARTUR ALVIM,PQ. D. JOÃO NERY,,1,222
21:21,1773-10,MANDAQUI,CEM. PQ. DOS PINHEIROS,,2,33405
21:21,1745-10,SHOP. CENTER NORTE,VL.NOVA CACHOEIRINHA,,2,33314
21:21,8686-10,LGO. DO PAISSANDÚ,MANGALOT,,2,33214
21:21,6061-10,TERM. GRAJAÚ,JD. MARILDA,,1,1150
21:21,775P-10,METRÔ ANA ROSA,JD. GUARAÚ,,2,33275
21:21,775N-10,METRÔ VL. MADALENA,RIO PEQUENO,,2,33242
21:21,407M-10,VL. MONUMENTO,METRÔ VL. MARIANA,,1,318
21:21,1018-10,METRÔ SANTANA,VL. ROSA,,1,832
21:21,6970-10,TERM. STO. AMARO,TERM. GRAJAÚ,,2,34273
21:21,8194-10,TERM. CACHOEIRINHA,PERUS,,1,805
21:21,1015-10,CHÁC. MARIA TRINDADE,TERM. JD. BRITÂNIA,,2,34998
21:21,209P-1,TERM. PINHEIROS,CACHOEIRINHA,,2,35069
21:21,4006-10,CIRCULAR,JD. NOVA VITÓRIA,,2,34948
21:21,4724-10,VL. NHOCUNÉ,METRÔ PATRIARCA,,2,34828
21:21,9020-10,TERM. PIRITUBA,VL. MIRANTE,,2,34202
21:21,5028-10,METRÔ ALTO DO IPIRANGA,CONJ. HAB. HELIÓPOLIS,,1,1634
21:21,575C-10,VL MATIAS,IPIRANGA,,1,1686
21:21,2709-31,VL. UNIÃO,METRÔ PATRIARCA,,2,33691
